49.811,-6.572376264356828,4.233144639883109,-7.443551533751295,3.100372568998531,-5.701200994962362,5.365916710767689
50.061,-6.543942321378768,4.275685834580275,-7.415508304438666,3.1393073961886215,-5.6723763383188714,5.412064272971929
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time,goal_x,goal_y,x,y,er_x,er_y
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
15.194,-1.2629083667996952,3.758096242682212,-2.609414466468224,3.1190384916946905,0.08359773286883376,4.397153993669734
15.444,-1.2475292894602992,3.7424451459810477,-2.573200553968768,3.136361747633312,0.07814197504816978,4.348528544328783
15.693999999999999,-1.2278860135224852,3.771180320240836,-2.530029362608388,3.1575255127711643,0.07425733556341774,4.384835127710508
15.943999999999999,-1.194706532104127,3.7059932118625882,-2.4923874190856212,3.174451311540697,0.10297435487736717,4.23753511218448
16.194,-1.1844879501935741,3.720895474990202,-2.4486862244854004,3.1949819414613767,0.07971032409825218,4.246809008519027
16.444,-1.17228658997488,3.7335879397038756,-2.4102352606198667,3.2115546763233973,0.0656620806701067,4.255621203084354
16.694,-1.1966359564799363,3.8094935285770033,-2.368345215702561,3.233182996100589,-0.02492669725731167,4.385804061053418
16.944,-1.2181801481333279,3.8859085248816427,-2.3330819946273142,3.2548620685336265,-0.10327830163934149,4.516954981229659
17.194,-1.2973919167945662,4.016368370837881,-2.2950209742808148,3.282449435192458,-0.2997628593083177,4.750287306483305
17.444,-1.325276648314041,4.087953304241962,-2.2632598247000693,3.309300471269278,-0.3872934719280128,4.866606137214646
17.694,-1.3578698478362026,4.155761229980433,-2.2298069858271203,3.3421649709348733,-0.4859327098452848,4.9693574890259935
17.944,-1.3942635620545876,4.222578445486425,-2.202490661348213,3.373412632248535,-0.586036462760962,5.071744258724315
18.194,-1.4825176097932515,4.330064314192823,-2.174201848110856,3.4110112711279026,-0.7908333714756475,5.249117357257744
18.444,-1.5338620851311142,4.379400243155664,-2.151885041627996,3.4458861382668133,-0.915839128634232,5.312914348044515
18.694,-1.5701258543321646,4.446342360870364,-2.1295256586705062,3.487297166904333,-1.010726049993823,5.405387554836395
18.944,-1.618571132811352,4.496322720988417,-2.112570623982339,3.525156606468329,-1.124571641640365,5.467488835508505
19.194,-1.7215190140128087,4.586824964639575,-2.096641993281257,3.5693186018251337,-1.3463960347443602,5.604331327454017
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
time, goal_x, goal_y, x, y 
20.194,-1.5962432488496674,4.7183894694361195,-2.0456308123371225,3.7412722201613966,-1.1468556853622123,5.695506718710842
20.444,-1.516372497610642,4.732654220191941,-2.02743433903843,3.779943395235119,-1.0053106561828538,5.685365045148764
20.694,-1.4404308206264673,4.737812543353458,-2.0035488894699753,3.8221816235350152,-0.8773127517829593,5.653443463171902
20.944,-1.3657777404955103,4.7364762397899085,-1.9798587200178,3.8575637398044673,-0.7516967609732204,5.615388739775349
21.194,-1.2223934910436571,4.706420211491668,-1.9498914009813861,3.8956499519165138,-0.49489558110592813,5.517190471066822
21.444,-1.1487023410205537,4.691927152973916,-1.9209958875827848,3.9272386361177607,-0.3764087944583223,5.456615669830071
21.694,-1.0749223412322495,4.6707365339906275,-1.8857903813512855,3.9602801531194487,-0.2640543011132137,5.381192914861806
21.944,-1.0011443308966985,4.64842981768723,-1.8524876982025809,3.9871446439077447,-0.14980096359081618,5.309714991466716
22.194,-0.8789078918609627,4.576380868742746,-1.8126736405866821,4.014629956992169,0.05485785686475664,5.138131780493323
22.444,-0.816374962422355,4.537278513330592,-1.7757727872284241,4.036174451149742,0.1430228623837142,5.0383825755114415
22.694,-0.7515755465711078,4.497693340675878,-1.7321812114963313,4.0574333006896195,0.22903011835411569,4.937953380662136
22.944,-0.6891380604331764,4.455950158528212,-1.6925506175241876,4.073242392161794,0.3142744966578348,4.83865792489463
23.194,-0.5940113579149677,4.350559053799722,-1.6463283623115061,4.087736161006808,0.4583056464815707,4.613381946592635
23.444,-0.5438694176088295,4.29718107994789,-1.6046601400758005,4.097501829224054,0.5169213048581416,4.496860330671725
23.694,-0.49984783412010714,4.238117759435784,-1.5568689840999712,4.104967997073659,0.5571733158597569,4.37126752179791
23.944,-0.4618907711657746,4.179437067152516,-1.514239680233257,4.108417496776031,0.5904581379017078,4.250456637529
24.194,-0.4130685007749252,4.05580270719644,-1.465761108895833,4.1087218928520715,0.6396241073459827,4.002883521540809
24.444,-0.3806219282654304,3.990578914328859,-1.4231467138660485,4.10582690934731,0.6619028573351877,3.875330919310408
24.694,-0.36117588256674127,3.92487673838653,-1.3750338976760057,4.098897746224302,0.6526821325425232,3.7508557305487575
24.944,-0.33672212458760586,3.8580901137218877,-1.3335387075937468,4.089673079005107,0.6600944584185351,3.626507148438668
25.194,-0.34233231689049437,3.729785715943152,-1.2871023041369394,4.075514833787718,0.6024376703559506,3.384056598098586
25.444,-0.33550589681177134,3.6640843794301157,-1.247244057951258,4.060051442112316,0.5762322643277153,3.2681173167479147
25.694,-0.3342978923262113,3.594649211370446,-1.203682571742627,4.0391330169912125,0.5350867870902043,3.150165405749679
25.944,-0.3450453268976018,3.5351459146455957,-1.166644720401865,4.017794599012844,0.47655406660666144,3.0524972302783473
26.194,-0.38587545835924086,3.4252766289515266,-1.1266204754325218,3.9905429386100346,0.35486955871404,2.8600103192930186
26.444,-0.4020884954341355,3.3677521882171195,-1.0932801902174374,3.96388458250633,0.2891031993491664,2.7716197939279095
26.694,-0.4234360186037738,3.313731817431727,-1.0577241220039517,3.930788896175411,0.21085208479640416,2.696674738688043
26.944,-0.44134442190887646,3.2578641418869223,-1.0288340206879227,3.8995551918061113,0.1461451768701698,2.6161730919677337
27.194,-0.5111475154671496,3.1789161836995143,-0.9987067804303286,3.8615266926253384,-0.023588250503970842,2.49630567477369
27.444,-0.5358684896307093,3.150168503065469,-0.9830896845995152,3.8391750734166856,-0.08864729466190346,2.461161932714253
27.694,-0.526035351728186,3.1635458331834103,-0.9825920489719069,3.8384674670380092,-0.06947865448446522,2.4886241993288114
27.944,-0.5241886517939593,3.162003752766519,-0.9825740420021355,3.8384500804752215,-0.06580326158578309,2.4855574250578156
28.194,-0.5202792437585588,3.1582967210263497,-0.9825549706169027,3.8384330091787002,-0.05800351690021488,2.478160432873999
28.444,-0.5183596244269115,3.1566111814250375,-0.9825386511406986,3.8384187110811423,-0.054180597713124445,2.4748036517689327
28.694,-0.5173495217835099,3.1562672067392166,-0.982520371535219,3.838402883893119,-0.05217867203180082,2.474131529585314
28.944,-0.5215879301687709,3.1636100687457533,-0.9825044483427166,3.8383892070113945,-0.0606714119948254,2.4888309304801117
29.194,-0.5171544502734834,3.159390255430972,-0.9824864898244507,3.8383738812264676,-0.05182241072251603,2.4804066296354765
29.444,-0.5150163756429815,3.157412532535067,-0.9824708062282725,3.8383605764140247,-0.0475619450576904,2.4764644886561094
29.694,-0.5167786897794968,3.1611177630449374,-0.982453104335391,3.838345646891446,-0.0511042752236025,2.4838898791984283
29.944,-0.5182441679536863,3.1643824817241697,-0.9824376437836477,3.8383326844629297,-0.05405069212372493,2.49043227898541
30.194,-0.5140200758508378,3.16053195044921,-0.9824201987709237,3.8383181468054475,-0.04561995293075183,2.482745754092973
30.444,-0.5160296430709608,3.164577480597,-0.9824049743260647,3.8383055422356263,-0.04965431181585689,2.490849418958374
30.694,-0.5175735677674066,3.1679416735145516,-0.9823878204432557,3.8382914418520464,-0.05275931509155751,2.4975919051770568
30.944,-0.514365838333436,3.1644556869079015,-0.9823728321155637,3.838279195753674,-0.04635884455130812,2.490632178062129
31.194,-0.5123543521294074,3.1638493038252298,-0.9823558376084933,3.838265324522101,-0.04235286665032156,2.489433283128358
31.444,-0.5133906994302113,3.1662642796032427,-0.982340957151593,3.8382532109444796,-0.04444044170882966,2.494275348262006
31.694,-0.5121718787892044,3.16566952872016,-0.9823241338573263,3.838239563308935,-0.0420196237210827,2.493099494131385
31.944,-0.5120897699194026,3.1667040834731286,-0.982309452187245,3.838227707943738,-0.041870087651560195,2.495180459002519
32.194,-0.5138741988319584,3.171546311755959,-0.9822928506762076,3.838214351757698,-0.04545554698770904,2.5048782717542197
32.444,-0.5091017542547068,3.1659162319301766,-0.9822783326871414,3.8382027227778055,-0.03592517582227228,2.4936297410825476
32.694,-0.5057627376417205,3.162123919177496,-0.9822619727264905,3.838189708841562,-0.029263502556950538,2.48605812951343
32.944,-0.5072886185721721,3.1654559688519,-0.9822477162603045,3.838178445898673,-0.03232952088403984,2.492733491805127
33.194,-0.5074824095209329,3.168056696451367,-0.9822317685989906,3.8381659690569805,-0.03273305044287511,2.4979474238457526
33.444,-0.5079855264837609,3.1699276053016963,-0.9822179827390778,3.83815530854363,-0.03375307022844409,2.501699902059763
33.694,-0.5042645634662064,3.1658528082992756,-0.9822025906708415,3.8381435524155485,-0.02632653626157133,2.4935620641830027
33.944,-0.5055411257210283,3.1688109817581775,-0.9821892975573053,3.8381335306327933,-0.028892953884751216,2.4994884328835623
34.194,-0.502790577964397,3.16727697241746,-0.9821744706874743,3.8381225048033527,-0.023406685241319614,2.4964314400315675
34.444,-0.5059190881692268,3.172810378044509,-0.9821616799207096,3.838113129101953,-0.02967649641774417,2.5075076269870653
34.694,-0.5028982043858871,3.169751489489589,-0.9821474290990682,3.8381028392779593,-0.02364897967270596,2.5014001397012184
34.944,-0.5030765894703242,3.171158452530523,-0.9821351481375443,3.8380941122342773,-0.024018030803104162,2.5042227928267686
35.194,-0.5018653474955272,3.171784724770287,-0.9821214806859974,3.8380845638206122,-0.021609214305057245,2.5054848857199623
35.444,-0.5004320913412948,3.1709544736696893,-0.9821097228815372,3.8380765065042977,-0.018754459801052503,2.5038324408350805
35.694,-0.49774270015420496,3.168392499625879,-0.9820966640734876,3.8380677412716255,-0.013388736234922316,2.4987172579801324
35.944,-0.5017403599561181,3.1748569089572136,-0.9820854466361485,3.838060375780979,-0.02139527327608781,2.511653442133449
36.194,-0.4986705491339452,3.172924257126504,-0.9820730035167816,3.8380523952297314,-0.015268094751108796,2.5077961190232774
36.444,-0.4980508632806023,3.1732241727767763,-0.9820623299718427,3.83804572042845,-0.014039396589361819,2.508402625125103
36.694,-0.5001694375819501,3.17727991702568,-0.9820505082972225,3.8380385264061796,-0.018288366866677563,2.5165213076451796
36.944,-0.5010622843527717,3.1796449547785866,-0.982040383548292,3.8380325441496232,-0.02008418515725141,2.52125736540755
37.194,-0.49669013055215994,3.175739632553184,-0.9820291914425342,3.8380261463353853,-0.011351069661785673,2.5134531187709834
37.444,-0.49624902628460815,3.1762828524930677,-0.9820196308757069,3.8380208819038764,-0.010478421693509432,2.5145448230822587
37.694,-0.4970650009941518,3.178535546835688,-0.9820090883065512,3.83801530924053,-0.012120913681752388,2.5190557844308463
37.944,-0.4926001036003139,3.1736121430190636,-0.9820001017409068,3.8380107691157566,-0.0032001054597210477,2.509213516922371
38.194,-0.4949762411613098,3.179112773852064,-0.9819902151601608,3.8380060195086387,-0.007962267162458736,2.520219528195489
38.444,-0.492898031573887,3.177441240032456,-0.9819818089900669,3.8380022043541824,-0.0038142541577070865,2.5168802757107294
38.694,-0.49498853886888355,3.1813980085390696,-0.9819725859057884,3.837998280867564,-0.00800449183197871,2.5247977362105747
38.944,-0.4938328383736425,3.180972796490265,-0.9819647666011779,3.837995193749485,-0.005700910146107074,2.523950399231045
39.194,-0.4913120901165404,3.179847062807326,-0.9819562144714639,3.8379920997553816,-0.0006679657616169843,2.5217020258592706
39.444,-0.49071310005928953,3.180176523486569,-0.9819489888182036,3.8379897441366437,0.0005227886996245212,2.522363302836495
39.694,-0.4877254684718621,3.1773136712923815,-0.981941115511505,3.837987484063182,0.00649017856778078,2.5166398585215806
39.944,-0.4906169104030179,3.1823073635054895,-0.9819344904461182,3.8379858637101028,0.0007006696400824186,2.5266288633008767
40.194,-0.490783565566166,3.184567776641312,-0.981927307356999,3.8379844503118625,0.00036017622466699706,2.5311511029707616
40.444,-0.49069358928430307,3.185569409351892,-0.9819212980980174,3.8379835875129418,0.0005341195294112921,2.5331552311908423
40.694,-0.4883633563282114,3.1835991397879493,-0.9819148208609283,3.8379830390832064,0.005188108204505548,2.5292152404926918
40.944,-0.4894488664655021,3.1861575212248687,-0.9819094353702362,3.837982936926025,0.003011702439231989,2.5343321055237125
41.194,-0.484822935002166,3.1822833818481753,-0.9819036703886634,3.8379832536742566,0.012257800384331441,2.5265835100220935
41.444,-0.48582910755745407,3.184523403637062,-0.9818989143967242,3.837983913507134,0.010240699281816035,2.53106289376699
41.694,-0.484690972415658,3.184145185032892,-0.9818938683986144,3.837985099508696,0.012511923567298355,2.530305270557088
41.944,-0.48226380182573997,3.182076926446862,-0.9818897473338675,3.837986525325655,0.017362143682387532,2.5261673275680683
42.194,-0.48532467834451715,3.1883186119812885,-0.9818854255687332,3.837988580801424,0.011236068879698857,2.5386486431611526
42.444,-0.4837138439438008,3.18732433645382,-0.9818819442498218,3.837990771503544,0.014454256362220197,2.536657901404096
42.694,-0.48574339957607565,3.1910820649023255,-0.9818783527970804,3.837993696741944,0.010391553644929052,2.544170433062707
42.944,-0.477953649139316,3.1820464256707623,-0.9818755166805961,3.8379966529503324,0.02596821840196417,2.5260961983911927
43.194,-0.48133292940880246,3.1886634174027115,-0.9818726628946248,3.8380004516803776,0.019206804077019912,2.539326383125045
43.444,-0.480130520280444,3.188213255960597,-0.9818704821391452,3.838004185601328,0.02160944157825717,2.5384223263198655
43.694,-0.4789265151527062,3.187764399955874,-0.981868380059246,3.838008876130747,0.02401534975383368,2.5375199237810007
43.944,-0.4764710933079779,3.1857028178602853,-0.9818668636948485,3.8380133945302717,0.02892467707889279,2.533392241190299
44.194,-0.4764564346734347,3.1879001560004454,-0.9818655195860045,3.8380189760680135,0.02895265023913518,2.537781335932877
44.444,-0.4754883722464511,3.187763110669512,-0.9818646722756288,3.838024277623504,0.030887927782726643,2.53750194371552
44.694,-0.48174160274551153,3.196683984748681,-0.9818640914846285,3.8380307492638517,0.018380885993605434,2.5553372202335103
44.944,-0.47882179739049524,3.1940365995401896,-0.9818639180987926,3.838036833669241,0.024220323317802106,2.550036365411138
45.194,-0.4761717350630854,3.1928400076437202,-0.9818641062183687,3.838044195455164,0.029520636092197905,2.5476358198322764
45.444,-0.4762307853532252,3.1940113619909622,-0.9818646116986526,3.8380510629164433,0.029403040992202145,2.5499716610654817
45.694,-0.4717836140081069,3.1894507735631885,-0.981865574107852,3.838059313953005,0.03829834609163818,2.5408422331733727
45.944,-0.4714053235796672,3.1898682834640804,-0.9818667630120791,3.8380669630718995,0.03905611585274471,2.541669603856261
46.194,-0.4681024369152546,3.1878847289160697,-0.9818685050180371,3.838076102308497,0.04566363118752792,2.5376933555236425
